"drug_chembl_id","target_uniprot_id","action_type","parent_action_type","disease_efficacy","LINK_FUNCTION","source","refresh_date"
"CHEMBL40086","Q14416","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL8759","P31422","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL8739","O14842","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL327745","Q96LB1","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2179401","O60603","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL441282","P03372","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL3358920","Q9H228","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL3358920","P21453","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL267476","O14842","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL60859","P08908","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL525610","P70555","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL267476","Q5NUL3","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL171804","Q13133","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL267476","P37231","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL63829","O14842","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL8659","Q5NUL3","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL353882","Q13133","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL353882","P32249","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL82293","O14842","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL534232","P28566","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL121","P37231","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL121","O14842","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL534232","P28221","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL534232","P28223","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL534232","P30939","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL304008","P08908","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL488803","Q3V008","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL271939","Q92731","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL14227","Q8TDS4","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL267615","P28221","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1961796","P20393","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1400945","O54915","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL691","Q92731","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL14021","O14843","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL301742","O88871","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL301742","Q9Z0U4","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL301742","Q9Z0U4","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL113553","Q9UBS5","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL15928","P28222","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL705","P28700","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL273481","Q16445","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL273481","P31644","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL522691","P08908","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL273481","P14867","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL420705","P30542","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL420705","P29274","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2107866","P19235","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL78494","Q9BZJ6","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2103883","P40238","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1095777","P08588","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL45891","P30543","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1331786","P18089","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL1879970","P35408","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1237021","P19327","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL113348","O88871","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL113348","Q9Z0U4","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL291278","Q13224","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL291278","Q05586","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL291278","O15399","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL6623","P32297","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL13817","Q92847","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL411","P03372","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL1396","P43681","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL106593","O08725","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL111077","O14842","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1023","P19793","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL2027925","P08908","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2027925","P28221","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2027925","P28222","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2027925","P28335","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL71920","P08908","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL184618","P48442","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1908334","P41143","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL286136","Q13639","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL596","P41143","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL70","P34975","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1405","Q92731","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL30327","P35869","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1729","P32304","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL34155","P34903","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL168815","P08172","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL34155","P31644","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1161520","P21918","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL14830","P47900","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL6616","P28566","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL189568","P50052","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1518572","P31644","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1504","P04150","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1201379","P43117","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL389621","P04150","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL17860","P08913","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL41036","P10828","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL107400","P10828","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL275854","Q13639","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL275854","P41595","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL574602","P0DMS8","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL175543","P30542","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL175543","P30543","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL175543","P29275","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL559","P10827","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL314854","P21453","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL221142","Q13003","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL38","Q92753","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL175543","P28647","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1201821","P21802","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL175543","Q60612","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1237026","Q02643","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL2108427","P23945","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL1526258","Q9NPC1","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2103867","P25092","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL3137314","P43119","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL2218896","P34972","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL495","Q62053","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL3526578","P34972","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL25230","P34975","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL25230","P33535","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL561013","P21554","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL561013","P34972","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL25230","P33533","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL413434","O43613","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL561339","P41143","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL494480","P41143","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL494480","P35372","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL494480","P41145","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL415521","P41145","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL415521","P35372","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL415521","P41143","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL531","P28335","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL277572","P33535","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL548","P35375","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1773293","Q8TDV5","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL465","P34972","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL287367","P35367","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL190717","Q9UBY5","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL336208","P47900","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL336208","Q15077","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL522691","P32305","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL14830","Q15077","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2336071","Q99500","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2336071","P21453","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL68738","P30542","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL239226","P43116","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1201404","P04150","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL14249","P56373","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL114606","O08530","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL14249","Q99572","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL95308","Q9BXC0","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1672354","O54798","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL8165","P28223","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1096146","O95977","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1096146","Q9H228","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL1096146","P21453","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL132722","Q99571","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL40086","Q14832","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL610","Q923Y7","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1084942","O54798","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1084942","Q8K418","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL230158","Q07869","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1096896","P29274","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1121","P30551","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2087337","Q13639","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL206548","Q9Y5N1","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL419792","P14416","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL364005","P50406","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL507938","O00206","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1159650","P04150","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL1200545","P04150","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL2164327","P34969","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL3","P43681","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL3","P32297","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL225284","P14416","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL225284","P08908","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL219182","P21917","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL175782","Q9H3N8","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL398707","P35372","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL398707","P41143","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL574558","P21728","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL370606","P43088","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL285123","Q05586","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1950649","P29274","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL196779","P43119","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL389621","P08235","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1879970","P35375","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1879970","Q62928","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL260538","P06401","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL161343","Q9H1C0","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1396","P43681","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL6623","P36544","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1139","P43119","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL300004","O43193","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL440464","P09483","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL3941880","Q7TMA4","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1628606","P43681","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1628606","P32297","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1065","P08909","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL275311","P13631","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1002","P07550","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2109128","P32927","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2109128","P15509","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2165126","P14416","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL19393","Q96RJ0","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1765119","P41231","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL117287","Q13639","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL334773","Q92731","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL44","P62508","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL146346","Q9Y2T6","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2104993","P28222","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL1221529","P32240","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1354658","P34972","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1354658","P21554","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL416526","P32304","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1354658","P20272","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL6616","P28335","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL35","Q9HC97","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL286080","P21728","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1521056","Q13304","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL420705","P29275","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL285123","Q13224","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL28079","Q33BM1","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL239226","P35408","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL257978","P35348","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL14249","O35811","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL44674","P11229","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL110739","P06537","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL1479","P15207","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL1802025","P48039","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL260563","P29275","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1774519","P49286","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL589","P35462","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL34730","P48039","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL3260987","P48039","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL38","P49116","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL519797","Q9Y5Y4","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1201609","Q01718","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL164813","Q8TDS5","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1628597","P34969","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL132722","Q9JJX6","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL425027","P10826","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1218","P48039","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL2110824","P30968","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL2109128","Q99062","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL658","P33535","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1472830","P34980","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1472830","P70597","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL335231","Q12879","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL140784","Q12879","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL1534468","Q8TDV5","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
"CHEMBL512901","Q9NR97","Agonist","POSITIVE MODULATOR",TRUE,1,"IUPHAR","04 April 2023"
"CHEMBL123132","P42261","Agonist","POSITIVE MODULATOR",FALSE,1,"IUPHAR","04 April 2023"
